state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes_dom,total_calls_dom,total_charge_dom,total_minutes,total_calls,total_charge,charge_per_min_day,charge_per_min_eve,charge_per_min_night,charge_per_min_dom,charge_per_min_int,%_int_min,call_satisfaction,region
AZ,90,415,no,no,0,179.1,71,30.45,190.6,81,16.2,127.7,91,5.75,10.6,7,2.86,3,0,497.4,243,52.4,508.0,250,55.26,0.4288732394366197,0.19999999999999998,0.06318681318681318,0.2156378600823045,0.40857142857142853,2.0866141732283463,1.2,West
AK,104,408,no,no,0,278.4,106,47.33,81.0,113,6.89,163.2,137,7.34,9.8,5,2.65,1,0,522.5999999999999,356,61.56,532.3999999999999,361,64.21000000000001,0.4465094339622641,0.06097345132743363,0.05357664233576642,0.17292134831460676,0.53,1.840721262208866,0.2770083102493075,West
MT,73,415,no,no,0,160.1,110,27.22,213.3,72,18.13,174.1,72,7.83,13.0,4,3.51,0,0,547.5,254,53.17999999999999,560.5,258,56.68999999999999,0.24745454545454545,0.25180555555555556,0.10875,0.20937007874015745,0.8775,2.31935771632471,0.0,West
AZ,99,415,no,no,0,198.2,87,33.69,207.3,76,17.62,190.9,113,8.59,8.7,3,2.35,4,0,596.4,276,59.900000000000006,605.1,279,62.25000000000001,0.3872413793103448,0.2318421052631579,0.07601769911504425,0.2170289855072464,0.7833333333333333,1.4377788795240454,1.4336917562724014,West
MS,120,408,no,no,0,212.1,131,36.06,209.4,104,17.8,167.2,96,7.52,5.3,5,1.43,1,1,588.7,331,61.379999999999995,594.0,336,62.809999999999995,0.2752671755725191,0.17115384615384616,0.07833333333333332,0.1854380664652568,0.286,0.8922558922558922,0.2976190476190476,South
ID,77,415,no,no,0,251.8,72,42.81,205.7,126,17.48,275.2,109,12.38,9.8,7,2.65,2,1,732.7,307,72.67,742.5,314,75.32000000000001,0.5945833333333334,0.13873015873015873,0.11357798165137616,0.2367100977198697,0.37857142857142856,1.3198653198653199,0.6369426751592357,West
IA,98,510,no,yes,21,161.2,114,27.4,252.2,83,21.44,160.2,92,7.21,4.4,8,1.19,4,0,573.5999999999999,289,56.050000000000004,577.9999999999999,297,57.24,0.24035087719298245,0.2583132530120482,0.0783695652173913,0.1939446366782007,0.14875,0.7612456747404847,1.3468013468013467,Midwest
MA,108,415,no,no,0,178.3,137,30.31,189.0,76,16.07,129.1,102,5.81,14.6,5,3.94,0,0,496.4,315,52.19,511.0,320,56.129999999999995,0.22124087591240876,0.21144736842105263,0.056960784313725484,0.16568253968253968,0.788,2.857142857142857,0.0,Northeast
VT,135,415,no,no,0,151.7,82,25.79,119.0,105,10.12,180.0,100,8.1,10.5,6,2.84,0,0,450.7,287,44.01,461.2,293,46.849999999999994,0.3145121951219512,0.09638095238095237,0.081,0.15334494773519164,0.47333333333333333,2.276669557675629,0.0,Northeast
KY,95,408,no,no,0,135.0,99,22.95,183.6,106,15.61,245.3,102,11.04,12.5,9,3.38,1,0,563.9000000000001,307,49.6,576.4000000000001,316,52.980000000000004,0.2318181818181818,0.14726415094339623,0.10823529411764705,0.16156351791530946,0.37555555555555553,2.1686328938237334,0.31645569620253167,South
IN,122,408,no,no,0,170.5,94,28.99,173.7,109,14.76,248.6,75,11.19,11.3,2,3.05,1,0,592.8,278,54.94,604.0999999999999,280,57.989999999999995,0.30840425531914895,0.13541284403669723,0.1492,0.19762589928057553,1.525,1.8705512332395302,0.35714285714285715,Midwest
AZ,95,408,no,no,0,238.1,65,40.48,187.2,98,15.91,190.0,115,8.55,11.8,4,3.19,4,0,615.3,278,64.94,627.0999999999999,282,68.13,0.6227692307692307,0.1623469387755102,0.07434782608695653,0.23359712230215826,0.7975,1.88167756338702,1.4184397163120568,West
MI,36,510,no,yes,29,281.4,102,47.84,202.2,76,17.19,187.2,113,8.42,9.0,6,2.43,2,0,670.8,291,73.45,679.8,297,75.88000000000001,0.4690196078431373,0.2261842105263158,0.07451327433628319,0.25240549828178693,0.405,1.323918799646955,0.6734006734006733,Midwest
NM,93,510,no,yes,21,117.9,131,20.04,164.5,115,13.98,217.0,86,9.76,9.8,3,2.65,1,0,499.4,332,43.779999999999994,509.2,335,46.42999999999999,0.1529770992366412,0.12156521739130435,0.11348837209302326,0.13186746987951806,0.8833333333333333,1.9245875883739199,0.2985074626865672,West
CO,141,415,no,yes,32,148.6,91,25.26,131.1,97,11.14,219.4,142,9.87,10.1,1,2.73,1,0,499.1,330,46.27,509.20000000000005,331,49.0,0.2775824175824176,0.11484536082474227,0.06950704225352113,0.14021212121212123,2.73,1.9835035349567949,0.3021148036253776,West
UT,157,408,no,no,0,229.8,90,39.07,147.9,121,12.57,241.4,108,10.86,9.6,7,2.59,3,0,619.1,319,62.5,628.7,326,65.09,0.4341111111111111,0.10388429752066115,0.10055555555555555,0.19592476489028213,0.37,1.5269603944647685,0.9202453987730062,West
MI,120,408,no,no,0,165.0,100,28.05,317.2,83,26.96,119.2,86,5.36,8.3,8,2.24,1,0,601.4,269,60.370000000000005,609.6999999999999,277,62.61000000000001,0.2805,0.3248192771084337,0.06232558139534884,0.22442379182156136,0.28,1.361325241922257,0.36101083032490977,Midwest
MA,103,415,no,no,0,185.0,117,31.45,223.3,94,18.98,222.8,91,10.03,12.6,2,3.4,2,0,631.1,302,60.46,643.7,304,63.86,0.2688034188034188,0.20191489361702128,0.11021978021978021,0.20019867549668874,1.7,1.957433587074724,0.6578947368421052,Northeast
AL,98,408,no,no,0,161.0,117,27.37,190.9,113,16.23,227.7,113,10.25,12.1,4,3.27,4,0,579.5999999999999,343,53.85,591.6999999999999,347,57.120000000000005,0.23393162393162395,0.1436283185840708,0.09070796460176991,0.15699708454810496,0.8175,2.0449552137907725,1.1527377521613833,South
DE,125,408,no,no,0,126.7,108,21.54,206.0,90,17.51,247.8,114,11.15,13.3,7,3.59,1,0,580.5,312,50.199999999999996,593.8,319,53.78999999999999,0.19944444444444442,0.19455555555555556,0.09780701754385965,0.16089743589743588,0.5128571428571428,2.23981138430448,0.3134796238244514,South
AZ,63,415,no,no,0,58.9,125,10.01,169.6,59,14.42,211.4,88,9.51,9.4,3,2.54,1,0,439.9,272,33.94,449.29999999999995,275,36.48,0.08008,0.24440677966101695,0.10806818181818181,0.12477941176470587,0.8466666666666667,2.0921433340752285,0.36363636363636365,West
ME,36,510,yes,yes,42,196.8,89,33.46,254.9,122,21.67,138.3,126,6.22,20.0,6,5.4,0,1,590.0,337,61.35,610.0,343,66.75,0.3759550561797753,0.17762295081967214,0.04936507936507936,0.18204747774480712,0.9,3.278688524590164,0.0,Northeast
NJ,64,510,no,no,0,162.6,83,27.64,152.3,109,12.95,57.5,122,2.59,14.2,3,3.83,1,0,372.4,314,43.18000000000001,386.59999999999997,317,47.010000000000005,0.3330120481927711,0.11880733944954128,0.02122950819672131,0.137515923566879,1.2766666666666666,3.673047077082256,0.31545741324921134,Northeast
NV,74,415,no,no,0,282.5,114,48.03,219.9,48,18.69,170.0,115,7.65,9.4,4,2.54,1,1,672.4,277,74.37,681.8,281,76.91000000000001,0.4213157894736842,0.389375,0.06652173913043478,0.2684837545126354,0.635,1.3787034320915226,0.3558718861209964,West
MO,112,510,no,yes,36,113.7,117,19.33,157.5,82,13.39,177.6,118,7.99,10.0,3,2.7,2,0,448.79999999999995,317,40.71,458.79999999999995,320,43.410000000000004,0.1652136752136752,0.16329268292682927,0.06771186440677966,0.12842271293375396,0.9,2.1795989537925022,0.625,Midwest
ID,97,408,no,no,0,239.8,125,40.77,214.8,111,18.26,143.3,81,6.45,8.7,5,2.35,2,0,597.9000000000001,317,65.48,606.6000000000001,322,67.83,0.32616,0.16450450450450452,0.07962962962962963,0.2065615141955836,0.47000000000000003,1.4342235410484663,0.6211180124223602,West
NE,46,408,no,no,0,210.2,92,35.73,227.3,77,19.32,200.1,116,9.0,13.1,7,3.54,1,0,637.6,285,64.05,650.7,292,67.59,0.38836956521739124,0.2509090909090909,0.07758620689655173,0.22473684210526315,0.5057142857142857,2.0132165360381125,0.3424657534246575,Midwest
TX,41,408,no,yes,22,213.8,102,36.35,141.8,86,12.05,142.2,123,6.4,7.2,3,1.94,0,0,497.8,311,54.800000000000004,505.0,314,56.74,0.35637254901960785,0.14011627906976745,0.05203252032520325,0.1762057877813505,0.6466666666666666,1.425742574257426,0.0,South
MD,121,510,no,no,0,190.7,103,32.42,183.5,117,15.6,220.8,103,9.94,9.8,4,2.65,3,0,595.0,323,57.96,604.8,327,60.61,0.31475728155339805,0.13333333333333333,0.09650485436893204,0.17944272445820433,0.6625,1.6203703703703707,0.9174311926605505,South
MS,193,415,no,no,0,170.9,124,29.05,132.3,95,11.25,112.9,89,5.08,11.6,3,3.13,1,0,416.1,308,45.379999999999995,427.70000000000005,311,48.51,0.2342741935483871,0.11842105263157894,0.05707865168539326,0.14733766233766232,1.0433333333333332,2.7121814355856904,0.3215434083601286,South
NV,130,510,no,no,0,154.2,119,26.21,110.2,98,9.37,227.4,117,10.23,9.2,5,2.48,2,0,491.79999999999995,334,45.81,500.99999999999994,339,48.29,0.22025210084033614,0.09561224489795918,0.08743589743589744,0.13715568862275448,0.496,1.8363273453093811,0.5899705014749262,West
AZ,85,408,no,no,0,201.4,52,34.24,229.4,104,19.5,252.5,106,11.36,12.0,3,3.24,1,0,683.3,262,65.1,695.3,265,68.33999999999999,0.6584615384615385,0.1875,0.10716981132075472,0.24847328244274808,1.08,1.7258737235725587,0.37735849056603776,West
MS,162,415,no,no,0,70.7,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4,1,383.0,277,32.38,392.1,280,34.84,0.1112962962962963,0.1539080459770115,0.08499999999999999,0.11689530685920578,0.82,2.3208365212955875,1.4285714285714286,South
MS,61,510,no,yes,27,187.5,124,31.88,146.6,103,12.46,225.7,129,10.16,6.4,6,1.73,4,1,559.8,356,54.5,566.1999999999999,362,56.23,0.25709677419354837,0.12097087378640778,0.07875968992248063,0.15308988764044945,0.28833333333333333,1.1303426351112682,1.1049723756906076,South
TX,92,408,no,no,0,91.7,90,15.59,193.7,123,16.46,175.0,86,7.88,9.2,4,2.48,2,0,460.4,299,39.93,469.59999999999997,303,42.41,0.17322222222222222,0.1338211382113821,0.09162790697674418,0.13354515050167223,0.62,1.9591141396933562,0.6600660066006601,South
NE,131,408,no,yes,36,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,3,0,640.5999999999999,334,62.06,650.0999999999999,338,64.63,0.31660869565217387,0.11743589743589744,0.11676470588235294,0.18580838323353294,0.6425,1.461313644054761,0.8875739644970414,Midwest
NE,90,415,no,no,0,145.5,92,24.74,217.7,114,18.5,146.9,123,6.61,10.9,2,2.94,3,0,510.1,329,49.849999999999994,521.0,331,52.78999999999999,0.26891304347826084,0.16228070175438597,0.053739837398373985,0.15151975683890576,1.47,2.092130518234165,0.906344410876133,Midwest
CA,75,408,no,no,0,166.3,125,28.27,158.2,86,13.45,256.7,80,11.55,6.1,5,1.65,1,0,581.2,291,53.269999999999996,587.3000000000001,296,54.919999999999995,0.22616,0.1563953488372093,0.144375,0.18305841924398625,0.32999999999999996,1.0386514558147453,0.33783783783783783,West
NJ,78,415,no,no,0,231.0,115,39.27,230.4,140,19.58,261.4,120,11.76,9.5,3,2.57,1,0,722.8,375,70.61,732.3,378,73.17999999999999,0.34147826086956523,0.13985714285714285,0.098,0.18829333333333334,0.8566666666666666,1.2972825344804044,0.26455026455026454,Northeast
TX,82,408,no,no,0,200.3,96,34.05,201.2,102,17.1,206.1,60,9.27,7.1,1,1.92,4,0,607.6,258,60.42,614.7,259,62.34,0.3546875,0.16764705882352943,0.1545,0.23418604651162792,1.92,1.1550349764112573,1.5444015444015444,South
AR,163,408,no,no,0,197.0,109,33.49,202.6,128,17.22,206.4,80,9.29,9.1,10,2.46,1,0,606.0,317,60.0,615.1,327,62.46,0.3072477064220184,0.13453125,0.11612499999999999,0.1892744479495268,0.246,1.47943423833523,0.3058103975535168,South
AL,91,510,yes,no,0,129.9,112,22.08,173.3,83,14.73,247.2,130,11.12,11.2,3,3.02,3,0,550.4000000000001,325,47.93,561.6000000000001,328,50.95,0.19714285714285712,0.1774698795180723,0.08553846153846154,0.1474769230769231,1.0066666666666666,1.9943019943019935,0.9146341463414633,South
NY,75,415,no,yes,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,0,630.8,337,59.06999999999999,636.0999999999999,341,60.49999999999999,0.3081443298969072,0.17443396226415092,0.07977611940298507,0.17528189910979228,0.3575,0.8332023266781954,1.466275659824047,Northeast
FL,91,510,no,no,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12.0,3,3.24,3,0,608.8,348,61.19,620.8,351,64.42999999999999,0.32575471698113206,0.15805309734513273,0.06821705426356589,0.1758333333333333,1.08,1.9329896907216495,0.8547008547008548,South
AK,127,510,no,yes,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1,0,573.3,264,53.77,584.5,272,56.790000000000006,0.2661538461538462,0.14184210526315788,0.16690140845070423,0.20367424242424242,0.3775,1.9161676646706587,0.3676470588235294,West
NV,113,415,no,yes,23,205.0,101,34.85,152.0,60,12.92,158.6,59,7.14,10.2,5,2.75,2,0,515.6,220,54.910000000000004,525.8000000000001,225,57.660000000000004,0.3450495049504951,0.21533333333333332,0.12101694915254237,0.2495909090909091,0.55,1.939901103081019,0.8888888888888888,West
DE,110,510,no,no,0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,0,618.5,311,57.449999999999996,630.9,314,60.8,0.21956521739130436,0.27964285714285714,0.07776785714285715,0.1847266881028939,1.1166666666666667,1.9654461879854177,0.3184713375796179,South
MD,120,415,no,yes,39,200.3,68,34.05,220.4,97,18.73,253.8,116,11.42,10.5,4,2.84,0,0,674.5,281,64.2,685.0,285,67.04,0.5007352941176471,0.19309278350515463,0.09844827586206896,0.22846975088967972,0.71,1.532846715328467,0.0,South
MI,157,415,no,yes,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,0,497.8,320,54.3,504.6,325,56.14,0.30598130841121496,0.2245945945945946,0.03553956834532374,0.1696875,0.368,1.3476020610384463,0.9230769230769231,Midwest
VT,103,510,no,no,0,246.5,47,41.91,195.5,84,16.62,200.5,96,9.02,11.7,4,3.16,1,0,642.5,227,67.55,654.2,231,70.71,0.8917021276595744,0.19785714285714287,0.09395833333333332,0.2975770925110132,0.79,1.7884439009477222,0.4329004329004329,Northeast
VT,117,408,yes,no,0,167.1,86,28.41,177.5,87,15.09,249.4,132,11.22,14.1,7,3.81,2,1,594.0,305,54.72,608.1,312,58.53,0.3303488372093023,0.17344827586206896,0.085,0.17940983606557376,0.5442857142857143,2.3186975826344347,0.641025641025641,Northeast
MI,140,415,no,no,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3,0,502.4,293,58.0,516.6999999999999,299,61.86,0.3902970297029703,0.1447872340425532,0.05071428571428571,0.19795221843003413,0.6433333333333333,2.7675633830075483,1.0033444816053512,Midwest
WA,127,408,no,no,0,146.7,91,24.94,203.5,78,17.3,203.4,110,9.15,13.7,3,3.7,1,0,553.6,279,51.39,567.3000000000001,282,55.09,0.2740659340659341,0.2217948717948718,0.08318181818181819,0.18419354838709678,1.2333333333333334,2.4149479992949052,0.3546099290780142,West
UT,83,408,yes,no,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,0,608.9,318,70.0,620.6,322,73.16,0.5305747126436782,0.14595238095238094,0.051904761904761905,0.22012578616352202,0.79,1.8852723171124717,0.3105590062111801,West
LA,121,408,no,no,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,0,561.5,322,56.69,570.0,327,58.989999999999995,0.2550413223140496,0.1893877551020408,0.07058252427184465,0.176055900621118,0.45999999999999996,1.4912280701754386,0.3058103975535168,South
RI,145,408,no,yes,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3.0,2,0,706.6999999999999,278,70.5,717.8,282,73.5,0.4516494845360825,0.14505263157894735,0.15011627906976743,0.25359712230215825,0.75,1.5463917525773196,0.7092198581560284,Northeast
IA,113,408,no,no,0,193.8,99,32.95,221.4,125,18.82,172.3,67,7.75,10.6,6,2.86,1,0,587.5,291,59.52,598.1,297,62.38,0.33282828282828286,0.15056,0.11567164179104478,0.2045360824742268,0.4766666666666666,1.7722788831299112,0.33670033670033667,Midwest
NE,117,415,no,no,0,102.8,119,17.48,206.7,91,17.57,299.0,105,13.46,10.1,7,2.73,1,0,608.5,315,48.51,618.6,322,51.239999999999995,0.14689075630252102,0.1930769230769231,0.1281904761904762,0.154,0.39,1.6327190430003233,0.3105590062111801,Midwest
OH,65,408,no,no,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,0,572.8,319,55.57000000000001,580.3,325,57.60000000000001,0.27534482758620693,0.11452991452991454,0.11895348837209303,0.17420062695924768,0.3383333333333333,1.2924349474409789,0.3076923076923077,Midwest
RI,56,415,no,no,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1,0,615.0,372,65.86000000000001,621.9,383,67.72000000000001,0.3430357142857143,0.17898305084745764,0.04450704225352113,0.17704301075268822,0.1690909090909091,1.1095031355523397,0.26109660574412535,Northeast
OK,96,415,no,no,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,0,675.9,248,68.81,687.4,252,71.92,0.3849565217391305,0.2697826086956522,0.13942528735632184,0.27745967741935484,0.7775,1.6729706139074776,1.984126984126984,South
LA,151,408,no,no,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,0,736.7,355,67.17999999999999,746.5,359,69.83,0.26189655172413795,0.17992753623188404,0.11851485148514852,0.1892394366197183,0.6625,1.3127930341594107,0.0,South
OH,83,415,no,no,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,1,718.6999999999999,350,83.62,734.4999999999999,357,87.89,0.478,0.16663793103448274,0.060789473684210525,0.23891428571428572,0.61,2.151123213070116,0.0,Midwest
VA,139,510,no,yes,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,0,663.8,337,59.45,677.5,339,63.150000000000006,0.20767441860465116,0.21875,0.10410714285714286,0.17640949554896143,1.85,2.022140221402214,0.0,South
MO,6,510,no,no,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,0,618.9,268,61.07,629.1,270,63.82,0.26675213675213677,0.3030555555555556,0.10177215189873416,0.2278731343283582,1.375,1.6213638531235097,0.3703703703703704,Midwest
FL,115,510,no,yes,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,0,490.3,367,47.17,499.90000000000003,371,49.760000000000005,0.19483870967741937,0.12085271317829457,0.06508771929824561,0.12852861035422344,0.6475,1.9203840768153628,0.2695417789757413,South
SC,87,415,no,no,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,0,446.0,306,44.0,453.1,311,45.92,0.23886597938144333,0.13555555555555557,0.06128712871287129,0.1437908496732026,0.384,1.5669830059589491,0.0,South
VA,141,415,no,no,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,0,712.1,324,68.85,724.1,330,72.08999999999999,0.33554545454545454,0.18495495495495495,0.11077669902912622,0.2125,0.54,1.657229664410993,0.0,South
IA,141,510,no,yes,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,0,658.4,320,62.73,668.9,325,65.57,0.322020202020202,0.17689655172413793,0.09838095238095239,0.19603125,0.568,1.5697413664224846,0.9230769230769231,Midwest
MI,62,415,no,no,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,0,470.9,307,38.97,483.09999999999997,308,42.26,0.1632038834951456,0.09434426229508197,0.1298780487804878,0.12693811074918565,3.29,2.525357068929828,0.3246753246753247,Midwest
OK,146,415,no,no,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,0,522.0999999999999,331,55.22,528.1999999999999,334,56.87,0.23225165562913908,0.14191011235955056,0.08263736263736263,0.16682779456193353,0.5499999999999999,1.1548655812192352,0.29940119760479045,South
DE,92,415,no,yes,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,0,685.5999999999999,288,69.78999999999999,697.6999999999999,290,73.05999999999999,0.4492391304347826,0.1975,0.09894230769230769,0.24232638888888886,1.635,1.7342697434427405,0.6896551724137931,South
GA,185,510,no,yes,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,0,617.9000000000001,385,58.07000000000001,625.4000000000001,388,60.10000000000001,0.2561111111111111,0.1043609022556391,0.0946031746031746,0.15083116883116884,0.6766666666666666,1.1992324912056282,0.25773195876288657,South
DC,148,415,no,no,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0,706.5,320,66.77000000000001,717.4,323,69.71000000000001,0.3366666666666667,0.161484375,0.13066666666666665,0.20865625000000004,0.98,1.5193755227209367,0.30959752321981426,South
AZ,94,408,no,yes,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,0,469.29999999999995,313,50.120000000000005,482.09999999999997,317,53.580000000000005,0.23322580645161292,0.14163793103448274,0.06534246575342466,0.16012779552715656,0.865,2.655050819332089,0.31545741324921134,West
AL,32,510,no,no,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,0,572.3,230,62.11,578.5999999999999,232,63.81,0.4511494252873563,0.177,0.13075471698113206,0.27004347826086955,0.85,1.0888351192533703,0.0,South
CO,68,408,no,no,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,0,558.0,289,63.690000000000005,571.2,291,67.25,0.3839047619047619,0.18095238095238095,0.05544303797468354,0.22038062283737025,1.78,2.310924369747899,0.3436426116838488,West
NH,64,408,no,yes,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,0,516.5,275,52.790000000000006,527.1,280,55.650000000000006,0.3402197802197802,0.14714285714285713,0.08616279069767442,0.1919636363636364,0.572,2.0110036046291024,0.7142857142857143,Northeast
NM,25,415,no,no,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,0,599.7,274,50.36000000000001,610.2,278,53.2,0.23310344827586207,0.178019801980198,0.14069767441860465,0.18379562043795622,0.71,1.7207472959685346,1.079136690647482,West
OR,65,415,no,no,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,0,478.1,330,43.28,492.20000000000005,332,47.09,0.22827586206896552,0.1635483870967742,0.05473333333333334,0.13115151515151516,1.905,2.8646891507517265,0.30120481927710846,West
