state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes_dom,total_calls_dom,total_charge_dom,total_minutes,total_calls,total_charge,charge_per_min_dom,charge_per_min_int,%_int_min,call_satisfaction,region
ME,36,510,yes,yes,42,196.8,89,33.46,254.9,122,21.67,138.3,126,6.22,20.0,6,5.4,0,1,590.0,337,116.89,610.0,343,122.29,0.3468545994065282,0.9,0.03278688524590164,0.0,Northeast
NJ,64,510,no,no,0,162.6,83,27.64,152.3,109,12.95,57.5,122,2.59,14.2,3,3.83,1,0,372.4,314,98.54,386.59999999999997,317,102.37,0.3138216560509554,1.2766666666666666,0.03673047077082256,0.0031545741324921135,Northeast
NV,74,415,no,no,0,282.5,114,48.03,219.9,48,18.69,170.0,115,7.65,9.4,4,2.54,1,1,672.4,277,140.34,681.8,281,142.88,0.5066425992779784,0.635,0.013787034320915225,0.0035587188612099642,West
MO,112,510,no,yes,36,113.7,117,19.33,157.5,82,13.39,177.6,118,7.99,10.0,3,2.7,2,0,448.79999999999995,317,138.38,458.79999999999995,320,141.07999999999998,0.4365299684542587,0.9,0.021795989537925022,0.00625,Midwest
ID,97,408,no,no,0,239.8,125,40.77,214.8,111,18.26,143.3,81,6.45,8.7,5,2.35,2,0,597.9000000000001,317,149.70999999999998,606.6000000000001,322,152.05999999999997,0.47227129337539425,0.47000000000000003,0.014342235410484664,0.006211180124223602,West
NE,46,408,no,no,0,210.2,92,35.73,227.3,77,19.32,200.1,116,9.0,13.1,7,3.54,1,0,637.6,285,120.32,650.7,292,123.86,0.4221754385964912,0.5057142857142857,0.020132165360381125,0.003424657534246575,Midwest
TX,41,408,no,yes,22,213.8,102,36.35,141.8,86,12.05,142.2,123,6.4,7.2,3,1.94,0,0,497.8,311,120.45,505.0,314,122.39,0.38729903536977495,0.6466666666666666,0.014257425742574258,0.0,South
MD,121,510,no,no,0,190.7,103,32.42,183.5,117,15.6,220.8,103,9.94,9.8,4,2.65,3,0,595.0,323,128.54,604.8,327,131.19,0.3979566563467492,0.6625,0.016203703703703706,0.009174311926605505,South
MS,193,415,no,no,0,170.9,124,29.05,132.3,95,11.25,112.9,89,5.08,11.6,3,3.13,1,0,416.1,308,140.33,427.70000000000005,311,143.46,0.45561688311688314,1.0433333333333332,0.027121814355856904,0.003215434083601286,South
NV,130,510,no,no,0,154.2,119,26.21,110.2,98,9.37,227.4,117,10.23,9.2,5,2.48,2,0,491.79999999999995,334,138.6,500.99999999999994,339,141.07999999999998,0.4149700598802395,0.496,0.018363273453093812,0.0058997050147492625,West
AZ,85,408,no,no,0,201.4,52,34.24,229.4,104,19.5,252.5,106,11.36,12.0,3,3.24,1,0,683.3,262,82.86,695.3,265,86.1,0.31625954198473283,1.08,0.017258737235725588,0.0037735849056603774,West
MS,162,415,no,no,0,70.7,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4,1,383.0,277,128.36,392.1,280,130.82000000000002,0.4633935018050542,0.82,0.023208365212955877,0.014285714285714285,South
MS,61,510,no,yes,27,187.5,124,31.88,146.6,103,12.46,225.7,129,10.16,6.4,6,1.73,4,1,559.8,356,146.62,566.1999999999999,362,148.35,0.41185393258426967,0.28833333333333333,0.011303426351112682,0.011049723756906077,South
TX,92,408,no,no,0,91.7,90,15.59,193.7,123,16.46,175.0,86,7.88,9.2,4,2.48,2,0,460.4,299,114.34,469.59999999999997,303,116.82000000000001,0.38240802675585284,0.62,0.019591141396933562,0.006600660066006601,South
NE,131,408,no,yes,36,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,3,0,640.5999999999999,334,140.65,650.0999999999999,338,143.22,0.4211077844311377,0.6425,0.01461313644054761,0.008875739644970414,Midwest
NE,90,415,no,no,0,145.5,92,24.74,217.7,114,18.5,146.9,123,6.61,10.9,2,2.94,3,0,510.1,329,117.11,521.0,331,120.05,0.35595744680851066,1.47,0.02092130518234165,0.00906344410876133,Midwest
CA,75,408,no,no,0,166.3,125,28.27,158.2,86,13.45,256.7,80,11.55,6.1,5,1.65,1,0,581.2,291,150.0,587.3000000000001,296,151.65,0.5154639175257731,0.32999999999999996,0.010386514558147453,0.0033783783783783786,West
NJ,78,415,no,no,0,231.0,115,39.27,230.4,140,19.58,261.4,120,11.76,9.5,3,2.57,1,0,722.8,375,146.33999999999997,732.3,378,148.90999999999997,0.3902399999999999,0.8566666666666666,0.012972825344804043,0.0026455026455026454,Northeast
TX,82,408,no,no,0,200.3,96,34.05,201.2,102,17.1,206.1,60,9.27,7.1,1,1.92,4,0,607.6,258,122.36999999999999,614.7,259,124.28999999999999,0.4743023255813953,1.92,0.011550349764112573,0.015444015444015444,South
AR,163,408,no,no,0,197.0,109,33.49,202.6,128,17.22,206.4,80,9.29,9.1,10,2.46,1,0,606.0,317,135.51,615.1,327,137.97,0.4274763406940063,0.246,0.0147943423833523,0.0030581039755351682,South
AL,91,510,yes,no,0,129.9,112,22.08,173.3,83,14.73,247.2,130,11.12,11.2,3,3.02,3,0,550.4000000000001,325,137.85,561.6000000000001,328,140.87,0.42415384615384616,1.0066666666666666,0.019943019943019936,0.009146341463414634,South
NY,75,415,no,yes,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,0,630.8,337,126.17999999999999,636.0999999999999,341,127.61,0.3744213649851632,0.3575,0.008332023266781953,0.01466275659824047,Northeast
FL,91,510,no,no,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12.0,3,3.24,3,0,608.8,348,132.66,620.8,351,135.9,0.38120689655172413,1.08,0.019329896907216496,0.008547008547008548,South
AK,127,510,no,yes,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1,0,573.3,264,139.63,584.5,272,142.65,0.5289015151515152,0.3775,0.019161676646706587,0.003676470588235294,West
NV,113,415,no,yes,23,205.0,101,34.85,152.0,60,12.92,158.6,59,7.14,10.2,5,2.75,2,0,515.6,220,121.06,525.8000000000001,225,123.81,0.5502727272727272,0.55,0.01939901103081019,0.008888888888888889,West
DE,110,510,no,no,0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,0,618.5,311,147.20000000000002,630.9,314,150.55,0.4733118971061094,1.1166666666666667,0.019654461879854177,0.0031847133757961785,South
MD,120,415,no,yes,39,200.3,68,34.05,220.4,97,18.73,253.8,116,11.42,10.5,4,2.84,0,0,674.5,281,98.15,685.0,285,100.99000000000001,0.34928825622775805,0.71,0.015328467153284672,0.0,South
MI,157,415,no,yes,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,0,497.8,320,128.56,504.6,325,130.4,0.40175,0.368,0.013476020610384462,0.009230769230769232,Midwest
VT,103,510,no,no,0,246.5,47,41.91,195.5,84,16.62,200.5,96,9.02,11.7,4,3.16,1,0,642.5,227,72.64,654.2,231,75.8,0.32,0.79,0.017884439009477223,0.004329004329004329,Northeast
VT,117,408,yes,no,0,167.1,86,28.41,177.5,87,15.09,249.4,132,11.22,14.1,7,3.81,2,1,594.0,305,112.31,608.1,312,116.12,0.36822950819672134,0.5442857142857143,0.02318697582634435,0.00641025641025641,Northeast
MI,140,415,no,no,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3,0,502.4,293,119.58,516.6999999999999,299,123.44,0.40812286689419797,0.6433333333333333,0.027675633830075486,0.010033444816053512,Midwest
WA,127,408,no,no,0,146.7,91,24.94,203.5,78,17.3,203.4,110,9.15,13.7,3,3.7,1,0,553.6,279,117.45,567.3000000000001,282,121.15,0.42096774193548386,1.2333333333333334,0.024149479992949054,0.0035460992907801418,West
UT,83,408,yes,no,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,0,608.9,318,110.84,620.6,322,114.0,0.34855345911949687,0.79,0.018852723171124717,0.003105590062111801,West
LA,121,408,no,no,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,0,561.5,322,146.83,570.0,327,149.13000000000002,0.4559937888198758,0.45999999999999996,0.014912280701754385,0.0030581039755351682,South
RI,145,408,no,yes,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3.0,2,0,706.6999999999999,278,123.69,717.8,282,126.69,0.4449280575539568,0.75,0.015463917525773196,0.0070921985815602835,Northeast
IA,113,408,no,no,0,193.8,99,32.95,221.4,125,18.82,172.3,67,7.75,10.6,6,2.86,1,0,587.5,291,125.57,598.1,297,128.43,0.43151202749140893,0.4766666666666666,0.017722788831299113,0.003367003367003367,Midwest
NE,117,415,no,no,0,102.8,119,17.48,206.7,91,17.57,299.0,105,13.46,10.1,7,2.73,1,0,608.5,315,150.03,618.6,322,152.76,0.4762857142857143,0.39,0.016327190430003233,0.003105590062111801,Midwest
OH,65,408,no,no,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,0,572.8,319,139.63,580.3,325,141.66,0.4377115987460815,0.3383333333333333,0.01292434947440979,0.003076923076923077,Midwest
RI,56,415,no,no,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1,0,615.0,372,139.44,621.9,383,141.3,0.37483870967741933,0.1690909090909091,0.011095031355523397,0.0026109660574412533,Northeast
OK,96,415,no,no,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,0,675.9,248,139.54,687.4,252,142.65,0.5626612903225806,0.7775,0.016729706139074776,0.01984126984126984,South
LA,151,408,no,no,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,0,736.7,355,152.79999999999998,746.5,359,155.45,0.43042253521126755,0.6625,0.013127930341594107,0.0,South
OH,83,415,no,no,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,1,718.6999999999999,350,146.26,734.4999999999999,357,150.53,0.41788571428571425,0.61,0.02151123213070116,0.0,Midwest
VA,139,510,no,yes,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,0,663.8,337,161.66,677.5,339,165.35999999999999,0.4797032640949555,1.85,0.02022140221402214,0.0,South
MO,6,510,no,no,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,0,618.9,268,146.85999999999999,629.1,270,149.60999999999999,0.5479850746268656,1.375,0.016213638531235097,0.003703703703703704,Midwest
FL,115,510,no,yes,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,0,490.3,367,147.01,499.90000000000003,371,149.6,0.40057220708446867,0.6475,0.019203840768153627,0.0026954177897574125,South
SC,87,415,no,no,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,0,446.0,306,117.83,453.1,311,119.75,0.38506535947712417,0.384,0.015669830059589492,0.0,South
VA,141,415,no,no,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,0,712.1,324,141.94,724.1,330,145.18,0.43808641975308643,0.54,0.01657229664410993,0.0,South
IA,141,510,no,yes,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,0,658.4,320,129.85,668.9,325,132.69,0.40578125,0.568,0.015697413664224846,0.009230769230769232,Midwest
MI,62,415,no,no,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,0,470.9,307,125.16000000000001,483.09999999999997,308,128.45000000000002,0.4076872964169381,3.29,0.02525357068929828,0.003246753246753247,Midwest
OK,146,415,no,no,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,0,522.0999999999999,331,171.15,528.1999999999999,334,172.8,0.5170694864048339,0.5499999999999999,0.011548655812192353,0.0029940119760479044,South
DE,92,415,no,yes,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,0,685.5999999999999,288,120.46000000000001,697.6999999999999,290,123.73,0.41826388888888894,1.635,0.017342697434427404,0.006896551724137931,South
GA,185,510,no,yes,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,0,617.9000000000001,385,151.79999999999998,625.4000000000001,388,153.82999999999998,0.39428571428571424,0.6766666666666666,0.011992324912056282,0.002577319587628866,South
DC,148,415,no,no,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0,706.5,320,134.43,717.4,323,137.37,0.42009375000000004,0.98,0.015193755227209367,0.0030959752321981426,south
AZ,94,408,no,yes,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,0,469.29999999999995,313,145.20000000000002,482.09999999999997,317,148.66000000000003,0.46389776357827484,0.865,0.02655050819332089,0.0031545741324921135,West
AL,32,510,no,no,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,0,572.3,230,109.86000000000001,578.5999999999999,232,111.56000000000002,0.47765217391304354,0.85,0.010888351192533703,0.0,South
CO,68,408,no,no,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,0,558.0,289,128.38,571.2,291,131.94,0.4442214532871972,1.78,0.02310924369747899,0.003436426116838488,West
NH,64,408,no,yes,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,0,516.5,275,112.83,527.1,280,115.69,0.4102909090909091,0.572,0.020110036046291024,0.007142857142857143,Northeast
NM,25,415,no,no,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,0,599.7,274,117.08,610.2,278,119.92,0.4272992700729927,0.71,0.017207472959685347,0.01079136690647482,West
OR,65,415,no,no,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,0,478.1,330,110.42000000000002,492.20000000000005,332,114.23000000000002,0.33460606060606063,1.905,0.028646891507517265,0.0030120481927710845,West
LA,179,408,no,no,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,0,613.3,321,115.71000000000001,619.4,326,117.36000000000001,0.3604672897196262,0.32999999999999996,0.009848240232483048,0.0,South
NE,94,415,no,no,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,0,592.5,335,126.06,603.6,342,129.06,0.37629850746268656,0.42857142857142855,0.018389662027833,0.005847953216374269,Midwest
MN,62,415,no,no,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,0,532.7,313,115.96000000000001,544.9000000000001,316,119.25000000000001,0.37047923322683707,1.0966666666666667,0.022389429253073953,0.0,Midwest
MI,127,415,no,no,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,0,626.7,302,131.28,638.2,305,134.39000000000001,0.4347019867549669,1.0366666666666666,0.018019429645879034,0.006557377049180328,Midwest
AR,116,408,no,no,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,0,575.6,281,118.86,591.8000000000001,291,123.23,0.42298932384341636,0.437,0.027374112875971607,0.010309278350515464,South
KS,70,408,no,no,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,0,725.5999999999999,346,155.9,725.5999999999999,346,155.9,0.45057803468208096,,0.0,0.008670520231213872,Midwest
WV,94,510,yes,yes,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,0,693.8,364,155.92999999999998,703.3,369,158.49999999999997,0.42837912087912083,0.514,0.013507749182425708,0.01084010840108401,South
AK,126,415,no,no,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,1,333.7,303,111.94999999999999,345.59999999999997,304,115.15999999999998,0.36947194719471943,3.21,0.03443287037037038,0.01644736842105263,West
NY,67,408,no,yes,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,0,523.1999999999999,308,138.85,533.0999999999999,320,141.51999999999998,0.4508116883116883,0.2225,0.01857062464828363,0.00625,Northeast
NH,19,408,no,no,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,0,654.4,282,129.25,669.0,289,133.19,0.4583333333333333,0.5628571428571428,0.021823617339312405,0.006920415224913495,Northeast
VA,170,510,yes,no,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,0,639.3,311,94.88,647.6999999999999,314,97.14999999999999,0.30508038585209,0.7566666666666667,0.012968967114404819,0.009554140127388535,South
NM,73,415,no,no,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,0,724.0,372,178.67,734.8,385,181.58999999999997,0.4802956989247312,0.2246153846153846,0.014697876973326076,0.0025974025974025974,West
NY,106,408,no,no,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,0,421.5,316,88.4,431.7,320,91.15,0.27974683544303797,0.6875,0.0236275191104934,0.003125,Northeast
AZ,93,415,no,no,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,0,578.3,300,93.98,589.1999999999999,303,96.92,0.3132666666666667,0.98,0.018499660556687034,0.006600660066006601,West
WY,164,510,no,no,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,0,510.9,349,133.29,519.9,352,135.72,0.3819197707736389,0.81,0.017311021350259664,0.002840909090909091,West
WA,51,408,no,no,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,0,651.0,311,135.33,660.1,314,137.79000000000002,0.4351446945337621,0.82,0.01378579003181336,0.0031847133757961785,West
CO,107,415,no,no,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,0,426.5,294,105.39,435.4,298,107.79,0.35846938775510206,0.6,0.020440973817179606,0.0,West
TX,130,415,no,no,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,0,505.6,282,127.41999999999999,515.1,284,129.98999999999998,0.45184397163120565,1.285,0.018443020772665502,0.0035211267605633804,South
KY,80,408,no,no,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,0,613.2,270,99.95,622.0,274,102.33,0.3701851851851852,0.595,0.01414790996784566,0.0072992700729927005,South
MT,94,415,no,no,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,0,490.7,337,142.02,504.09999999999997,339,145.64000000000001,0.42142433234421367,1.81,0.026582027375520734,0.0,West
OK,118,408,no,yes,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,0,575.2,251,71.52,584.7,255,74.08999999999999,0.2849402390438247,0.6425,0.016247648366683767,0.00392156862745098,South
MD,117,415,no,yes,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,0,555.6,264,109.17,562.4,270,111.01,0.41352272727272726,0.3066666666666667,0.01209103840682788,0.003703703703703704,South
TN,78,415,no,no,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0,593.4,360,146.26000000000002,603.1,368,148.88000000000002,0.40627777777777785,0.3275,0.016083568230807494,0.0,South
TX,208,510,no,no,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,1,684.5,282,90.16999999999999,695.2,288,93.05999999999999,0.31975177304964536,0.4816666666666667,0.015391254315304945,0.006944444444444444,South
ME,131,510,yes,yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,1,747.9,325,129.46,761.6999999999999,332,133.19,0.3983384615384616,0.5328571428571428,0.01811736904293029,0.012048192771084338,Northeast
DC,63,408,no,no,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,0,505.7,259,90.11,518.7,262,93.62,0.3479150579150579,1.17,0.02506265664160401,0.0,south
MN,53,415,no,yes,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,0,616.1,378,175.99,629.2,383,179.53,0.4655820105820106,0.708,0.020820089001907183,0.007832898172323759,Midwest
DE,62,408,no,no,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,0,755.5,325,139.93,766.7,326,142.95000000000002,0.4305538461538462,3.02,0.014608060519107863,0.006134969325153374,South
MD,97,415,no,no,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,0,642.5,290,112.46000000000001,648.9,298,114.19000000000001,0.3877931034482759,0.21625,0.009862844814301126,0.010067114093959731,South
MI,105,510,no,no,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,0,536.2,243,133.94,543.0,246,135.78,0.5511934156378601,0.6133333333333334,0.012523020257826888,0.008130081300813009,Midwest
WA,157,415,no,no,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,0,608.3,278,135.8,617.6999999999999,282,138.34,0.4884892086330936,0.635,0.01521774324105553,0.0035460992907801418,West
MO,66,415,no,yes,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,0,506.9,270,102.4,519.0,272,105.67,0.3792592592592593,1.635,0.023314065510597302,0.003676470588235294,Midwest
IN,122,415,no,no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,0,507.50000000000006,254,113.22,521.2,262,116.92,0.445748031496063,0.4625,0.02628549501151189,0.007633587786259542,Midwest
OR,38,415,no,no,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,0,604.4000000000001,279,119.92,615.2,284,122.84,0.42982078853046596,0.584,0.017555266579973992,0.01056338028169014,West
MD,106,510,no,no,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,0,625.9000000000001,289,119.61,638.1000000000001,294,122.9,0.41387543252595155,0.658,0.019119260304027576,0.01020408163265306,South
RI,99,510,no,no,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,0,690.0,290,143.14,705.8,297,147.41,0.4935862068965517,0.61,0.02238594502691981,0.010101010101010102,Northeast
LA,99,415,no,no,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,0,584.9,279,93.7,596.5,289,96.83,0.33584229390681003,0.313,0.01944677284157586,0.0034602076124567475,South
AZ,144,510,yes,no,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,0,645.4000000000001,297,129.79,657.3000000000001,308,133.0,0.43700336700336695,0.2918181818181818,0.018104366347177846,0.0,West
PA,82,415,no,yes,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,0,522.1,305,157.29,532.8000000000001,308,160.17999999999998,0.5157049180327868,0.9633333333333334,0.020082582582582578,0.003246753246753247,Northeast
AZ,86,408,no,yes,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,0,527.5,378,159.72000000000003,539.7,384,163.01000000000002,0.4225396825396826,0.5483333333333333,0.022605151009820267,0.0026041666666666665,West
FL,70,510,yes,no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,1,528.0,306,120.68,545.6,310,125.43,0.39437908496732027,1.1875,0.03225806451612903,0.0064516129032258064,South
LA,93,415,no,no,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,0,583.0999999999999,322,118.31,594.5999999999999,328,121.42,0.3674223602484472,0.5183333333333333,0.01934073326606122,0.009146341463414634,South
FL,93,415,no,no,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,0,510.3,285,112.60000000000001,521.2,288,115.54,0.39508771929824565,0.98,0.020913277052954718,0.0,South
FL,120,415,no,no,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,0,669.5999999999999,253,111.0,674.3,260,112.27,0.43873517786561267,0.18142857142857144,0.006970191309506156,0.011538461538461539,South
MD,136,415,no,no,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,1,668.3,353,150.5,681.3,355,154.01,0.4263456090651558,1.755,0.019081168354616176,0.0028169014084507044,South
AL,106,415,no,no,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,0,521.8,326,138.85000000000002,528.9,338,140.77,0.4259202453987731,0.16,0.013424087729249386,0.0,South
WA,81,415,no,no,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,0,548.4,313,138.52,560.6,319,141.81,0.44255591054313104,0.5483333333333333,0.02176239743132358,0.009404388714733543,West
